,nonReportChem,Community,Facility,primary_naics,industry,num_reporting
6,HYDROGEN SULFIDE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
7,HYDROGEN SULFIDE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
8,HYDROGEN SULFIDE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
9,HYDROGEN SULFIDE,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
10,HYDROGEN SULFIDE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
11,HYDROGEN SULFIDE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
12,HYDROGEN SULFIDE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
13,HYDROGEN SULFIDE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,HYDROGEN SULFIDE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,HYDROGEN SULFIDE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,HYDROGEN SULFIDE,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,HYDROGEN SULFIDE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,HYDROGEN SULFIDE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
19,HYDROGEN SULFIDE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,HYDROGEN SULFIDE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,HYDROGEN SULFIDE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
22,HYDROGEN SULFIDE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
23,HYDROGEN SULFIDE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
24,HYDROGEN SULFIDE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
0,LEAD,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
1,LEAD,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
2,LEAD,1,SUNOCO PARTNERS MKT & TERM - SYRACUSE (TED PARK) TERMINAL,493190,Other Warehousing and Storage,1
3,LEAD,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,LEAD,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,LEAD,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,LEAD,1,BUCKEYE ROCHESTER WEST TERMINAL,493190,Other Warehousing and Storage,1
7,LEAD,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
8,LEAD,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
9,LEAD,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
10,LEAD,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
11,LEAD,1,BUCKEYE TERMINALS LLC - ROSETON TERMINAL,493190,Other Warehousing and Storage,1
12,LEAD,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
13,LEAD,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,LEAD,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,LEAD,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,LEAD,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,LEAD,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,LEAD,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
19,LEAD,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,LEAD,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,LEAD,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
22,LEAD,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
23,LEAD,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
24,LEAD,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
25,LEAD,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
26,LEAD,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
27,LEAD,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
0,LEAD COMPOUNDS,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
1,LEAD COMPOUNDS,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
2,LEAD COMPOUNDS,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
3,LEAD COMPOUNDS,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
4,LEAD COMPOUNDS,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,LEAD COMPOUNDS,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
6,LEAD COMPOUNDS,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
7,LEAD COMPOUNDS,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
8,LEAD COMPOUNDS,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
9,LEAD COMPOUNDS,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
10,LEAD COMPOUNDS,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
11,LEAD COMPOUNDS,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
12,LEAD COMPOUNDS,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
13,LEAD COMPOUNDS,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,LEAD COMPOUNDS,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,LEAD COMPOUNDS,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,LEAD COMPOUNDS,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,LEAD COMPOUNDS,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,LEAD COMPOUNDS,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
19,LEAD COMPOUNDS,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,LEAD COMPOUNDS,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,LEAD COMPOUNDS,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
22,LEAD COMPOUNDS,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
23,LEAD COMPOUNDS,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
24,LEAD COMPOUNDS,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
0,M-CRESOL,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,M-CRESOL,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,M-CRESOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,M-CRESOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,MALEIC ANHYDRIDE,1,VANDEMARK CHEMICAL INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,MERCURY,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,MERCURY,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,MERCURY,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
3,MERCURY,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,MERCURY COMPOUNDS,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,MERCURY COMPOUNDS,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,MERCURY COMPOUNDS,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
3,MERCURY COMPOUNDS,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,METHANOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,3
6,METHANOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,3
1,METHANOL,1,STRATHMORE PRODUCTS INC,325510,Paint and Coating Manufacturing,1
2,METHANOL,1,"FLAME CONTROL COATINGS,LLC",325510,Paint and Coating Manufacturing,1
3,METHANOL,1,UNIVAR USA INC - TONAWANDA NY,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
4,METHANOL,1,UNITHER MANUFACTURING LLC,325412,Pharmaceutical Preparation Manufacturing ,1
5,METHANOL,1,WYETH,325412,Pharmaceutical Preparation Manufacturing ,1
0,METHYL ISOBUTYL KETONE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
2,METHYL ISOBUTYL KETONE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
5,METHYL ISOBUTYL KETONE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
1,METHYL ISOBUTYL KETONE,1,PRIDE SOLVENT & CHEMICAL CO OF NY INC,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
3,METHYL ISOBUTYL KETONE,1,STRATHMORE PRODUCTS INC,325510,Paint and Coating Manufacturing,1
4,METHYL ISOBUTYL KETONE,1,"FLAME CONTROL COATINGS,LLC",325510,Paint and Coating Manufacturing,1
0,METHYL TERT-BUTYL ETHER,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
1,METHYL TERT-BUTYL ETHER,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,2
2,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
3,METHYL TERT-BUTYL ETHER,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
4,METHYL TERT-BUTYL ETHER,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,2
5,METHYL TERT-BUTYL ETHER,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,2
6,METHYL TERT-BUTYL ETHER,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,2
7,METHYL TERT-BUTYL ETHER,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,2
8,METHYL TERT-BUTYL ETHER,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,2
9,METHYL TERT-BUTYL ETHER,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
10,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
11,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
12,METHYL TERT-BUTYL ETHER,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
13,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
14,METHYL TERT-BUTYL ETHER,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
15,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
16,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
17,METHYL TERT-BUTYL ETHER,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,2
18,METHYL TERT-BUTYL ETHER,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
19,METHYL TERT-BUTYL ETHER,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,2
20,METHYL TERT-BUTYL ETHER,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,2
21,METHYL TERT-BUTYL ETHER,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,2
22,METHYL TERT-BUTYL ETHER,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,2
23,METHYL TERT-BUTYL ETHER,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,2
0,"N,N-DIMETHYLFORMAMIDE",1,TONOGA INC DBA TACONIC,313320,Fabric Coating Mills,1
1,"N,N-DIMETHYLFORMAMIDE",1,UNITHER MANUFACTURING LLC,325412,Pharmaceutical Preparation Manufacturing ,1
2,"N,N-DIMETHYLFORMAMIDE",1,WYETH,325412,Pharmaceutical Preparation Manufacturing ,1
3,"N,N-DIMETHYLFORMAMIDE",1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,N-BUTYL ALCOHOL,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
1,N-BUTYL ALCOHOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
2,N-BUTYL ALCOHOL,1,"FLAME CONTROL COATINGS,LLC",325510,Paint and Coating Manufacturing,2
3,N-BUTYL ALCOHOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
0,N-HEXANE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,19
1,N-HEXANE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,19
2,N-HEXANE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,19
4,N-HEXANE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,19
8,N-HEXANE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,19
9,N-HEXANE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,19
10,N-HEXANE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,19
7,N-HEXANE,1,CCI ROSETON LLC,221112,Fossil Fuel Electric Power Generation ,3
3,N-HEXANE,1,SUNOCO FULTON ETHANOL PLANT,325193,Ethyl Alcohol Manufacturing ,1
5,N-HEXANE,1,SAINT-GOBAIN PERFORMANCE PLAST ICS,322220,Paper Bag and Coated and Treated Paper Manufacturing,1
6,N-HEXANE,1,UNIVAR USA INC - TONAWANDA NY,424690,Other Chemical and Allied Products Merchant Wholesalers ,1
0,N-METHYL-2-PYRROLIDONE,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,N-METHYL-2-PYRROLIDONE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,N-METHYL-2-PYRROLIDONE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
3,N-METHYL-2-PYRROLIDONE,1,TONOGA INC DBA TACONIC,313320,Fabric Coating Mills,1
4,N-METHYL-2-PYRROLIDONE,1,UNITHER MANUFACTURING LLC,325412,Pharmaceutical Preparation Manufacturing ,1
5,N-METHYL-2-PYRROLIDONE,1,WYETH,325412,Pharmaceutical Preparation Manufacturing ,1
6,N-METHYL-2-PYRROLIDONE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
1,NAPHTHALENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,18
2,NAPHTHALENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,18
3,NAPHTHALENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,18
4,NAPHTHALENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,18
5,NAPHTHALENE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,18
6,NAPHTHALENE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,18
7,NAPHTHALENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,18
8,NAPHTHALENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,18
0,NAPHTHALENE,1,BUCKEYE ROCHESTER WEST TERMINAL,493190,Other Warehousing and Storage,3
0,O-CRESOL,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,2
1,O-CRESOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
2,O-CRESOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
0,O-XYLENE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,O-XYLENE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
2,O-XYLENE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
3,O-XYLENE,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,O-XYLENE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,O-XYLENE,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,O-XYLENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
7,O-XYLENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
8,O-XYLENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
9,O-XYLENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
10,O-XYLENE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
11,O-XYLENE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
12,O-XYLENE,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
13,O-XYLENE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,O-XYLENE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
15,O-XYLENE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,O-XYLENE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,O-XYLENE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,O-XYLENE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
19,O-XYLENE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,O-XYLENE,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,O-XYLENE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
22,O-XYLENE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
23,O-XYLENE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
24,O-XYLENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
25,O-XYLENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
26,O-XYLENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
27,O-XYLENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
28,O-XYLENE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,P-CRESOL,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,P-CRESOL,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,P-CRESOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,P-CRESOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,PHENOL,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,3
1,PHENOL,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,3
0,PHOSGENE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,POLYCYCLIC AROMATIC COMPOUNDS,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,10
1,POLYCYCLIC AROMATIC COMPOUNDS,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
2,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
3,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
4,POLYCYCLIC AROMATIC COMPOUNDS,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
5,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
6,POLYCYCLIC AROMATIC COMPOUNDS,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
7,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
8,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
9,POLYCYCLIC AROMATIC COMPOUNDS,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,10
10,POLYCYCLIC AROMATIC COMPOUNDS,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
11,POLYCYCLIC AROMATIC COMPOUNDS,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,10
12,POLYCYCLIC AROMATIC COMPOUNDS,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,10
13,POLYCYCLIC AROMATIC COMPOUNDS,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,10
14,POLYCYCLIC AROMATIC COMPOUNDS,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,10
15,POLYCYCLIC AROMATIC COMPOUNDS,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,10
0,PROPARGYL ALCOHOL,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,PROPYLENE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,PROPYLENE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
2,PROPYLENE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
3,PROPYLENE,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,PROPYLENE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,PROPYLENE,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,PROPYLENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
7,PROPYLENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
8,PROPYLENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
9,PROPYLENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
10,PROPYLENE,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
11,PROPYLENE,1,MOTIVA LONG ISLAND TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
12,PROPYLENE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
13,PROPYLENE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,PROPYLENE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,PROPYLENE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,PROPYLENE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,PROPYLENE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,PROPYLENE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
